show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,IMDB_weighted_average_vote,IMDB_total_votes,IMDB_us_voters_rating,IMDB_non_us_voters_rating,reviews_from_users,reviews_from_critics
s6182,Movie,The Bridge Curse,Lester Hsi,"JC Lin, Vera Yen, Summer Meng, Ning Chang, Ruby Zhan, Hsieh Yi-hung, Cheng Ko",Taiwan,"August 27, 2020",2020,TV-MA,88 min,"Horror Movies, International Movies, Thrillers",5.6,152,5.8,5.4,90,7
s6183,Movie,The Bros,You-Jeong Chang,"Dong-hwi Lee, Dong-seok Ma, Ha-Nui Lee, Woo-jin Jo, Young-chang Song, Chang-wook Ji, Man-seok Oh, Ye-ji Seo",South Korea,"February 2, 2018",2017,TV-14,102 min,"Comedies, Drama, International Movies",7.4,1601,7.5,7.3,10,2
s6184,Movie,The Brothers Grimm,Terry Gilliam,"Matt Damon, Heath Ledger, Monica Bellucci, Lena Headey, Peter Stormare, Jonathan Pryce, Roger Ashton-Griffiths, Richard Ridings, Mackenzie Crook, Julian Bleach, Tomás Hanák, Laura Greenwood","United States, Czech Republic, United Kingdom","July 1, 2019",2005,PG-13,119 min,"Action,  Adventure, Sci-Fi,  Fantasy",6.7,533,6.8,6.6,1,4
s6185,Movie,The Bucket List,Rob Reiner,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Alfonso Freeman, Rob Morrow, Rowena King, Christopher Stapleton, Ian Anthony Dale, Richard McGonagle",United States,"October 1, 2019",2007,PG-13,97 min,"Comedies, Drama",6.3,214,6.4,5.4,19,2
s6186,Movie,The Bulbul's Nest,Husam El-Gohari,"Kareem Mahmoud Abdel Aziz, Mai Selim, Sad Al-Saghir, Mahmood El-Laithi, Maher Essam, Dina",,"May 9, 2019",2013,TV-MA,96 min,"Comedies, International Movies",7.2,4145,7.3,6.9,1,3
s6187,Movie,The Bund,,Chow Yun Fat,Hong Kong,"September 20, 2018",1983,TV-14,103 min,"Action,  Adventure, Drama, International Movies",6.9,565,7.3,6.1,1,1
s6188,Movie,The Burial of Kojo,"Sam ""Blitz"" Bazawule","Cynthia Dankwa, Ama K. Abebrese, Joseph Otsiman, Kobina Amissah Sam, Mamley Djangmah, Henry Adofo, Anima Misa, Brian Angels","Ghana, United States","March 31, 2019",2018,TV-14,81 min,"Drama, Independent Movies, International Movies",6.4,231,6.4,6.1,17,4
s6189,TV Show,The Business of Drugs,,Amaryllis Fox,United States,"July 14, 2020",2020,TV-MA,1 Season,Documentary,6.1,189,6.2,5.7,8,4
s6190,Movie,The Butterfly's Dream,Yılmaz Erdoğan,"Kıvanç Tatlıtuğ, Mert Fırat, Belçim Bilgin, Farah Zeynep Abdullah, Yılmaz Erdoğan, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, İpek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon",Turkey,"March 10, 2017",2013,TV-PG,118 min,"Drama, International Movies, Romantic Movies",7.4,2854,7.4,7.3,3,0
s6191,Movie,The Bye Bye Man,Stacy Title,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Michael Trucco, Doug Jones, Carrie-Anne Moss, Faye Dunaway, Jenna Kanell, Erica Tremblay, Cleo King","United States, China","April 1, 2019",2017,PG-13,96 min,"Horror Movies, Thrillers",5.9,165,6.2,5.7,12,37
s6192,Movie,The Bygone,"Graham Phillips, Parker Phillips","Graham Phillips, Shawn Hatosy, Jamie McShane, Sydney Schafer, Tokala Black Elk, Jacqueline Toboni, Mike McColl, Jacob Ming-Trent",United States,"March 23, 2020",2019,TV-MA,106 min,"Independent Movies, Thrillers",6,903,6.3,5.7,34,3
s6193,Movie,The C Word,Meghan O'Hara,Morgan Freeman,United States,"March 24, 2017",2016,TV-14,93 min,Documentaries,6.8,1943,6.8,6.8,7,43
s6194,TV Show,The Cabin with Bert Kreischer,,"Bert Kreischer, Anthony Anderson, Caitlyn Jenner, Tom Segura, Joey Diaz, Nikki Glaser, Fortune Feimster, Bobby Lee, Donnell Rawlings, Kaley Cuoco, Joel McHale, Ms. Pat, Deon Cole, Big Jay Oakerson",United States,"October 13, 2020",2020,TV-MA,1 Season,"Reality TV, TV Comedies",7.1,3040,7.1,6.9,4,8
s6195,Movie,The Cakemaker,Ofir Raul Graizer,"Sarah Adler, Tim Kalkhof, Roy Miller, Zohar Shtrauss, Sandra Sade, Tamir Ben-Yehuda, Stephanie Stremler, Tagel Eliyahu","Israel, Germany","December 4, 2018",2017,TV-14,109 min,"Drama, Independent Movies, International Movies",6.5,197,6.9,6.6,4,3
s6196,Movie,The Call,Lee Chung-hyun,"Park Shin-hye, Jun Jong-seo, Kim Sung-ryoung, EL, Park Ho-san, Oh Jung-se, Lee Dong-hwi, Um Chae-young",South Korea,"November 27, 2020",2020,TV-MA,112 min,"International Movies, Thrillers",7.5,368,7.4,7.5,1,3
s6197,TV Show,The Calling,Bumpy,,India,"April 1, 2019",2018,TV-MA,1 Season,"International TV Shows, Reality TV",7.2,3314,7.2,6.8,1,0
s6198,Movie,The Captive,Atom Egoyan,"Ryan Reynolds, Scott Speedman, Rosario Dawson, Mireille Enos, Kevin Durand, Alexia Fast, Christine Horne, Arsinée Khanjian, Ian Matthews, Bruce Greenwood, Aidan Shipley",Canada,"July 20, 2018",2014,R,112 min,"Drama, Thrillers",6.8,2969,6.8,6.7,28,13
s6199,Movie,The Car,Elliot Silverstein,"James Brolin, Kathleen Lloyd, John Marley, R.G. Armstrong, John Rubinstein, Elizabeth Thompson, Roy Jenson, Kim Richards, Kyle Richards",United States,"June 1, 2020",1977,PG,96 min,"Cult Movies, Horror Movies",6.8,411,6.8,6.7,0,0
s6200,Movie,The Car: Road to Revenge,G.J. Echternkamp,"Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox",United States,"February 1, 2020",2019,TV-MA,89 min,"Action,  Adventure, Horror Movies, Sci-Fi,  Fantasy",7.5,1902,7.7,7.3,0,6
s6201,Movie,The Carter Effect,Sean Menard,Vince Carter,United States,"May 1, 2018",2017,TV-MA,60 min,"Documentaries, Sports Movies",6.8,1518,7,6.1,44,41
s6202,Movie,The Case for Christ,Jon Gunn,"Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski",United States,"November 21, 2017",2017,TV-PG,113 min,"Drama, Faith,  Spirituality",6.4,1435,6.3,6.2,59,9
s6203,TV Show,The Casketeers,,,New Zealand,"June 21, 2019",2019,TV-14,2 Seasons,"International TV Shows, Reality TV",5.7,699,5.9,5.6,33,0
s6204,TV Show,The Cat in the Hat Knows a Lot About That!,Tony Collingwood,"Martin Short, Alexa Torrington, Jacob Ewaniuk, Robert Tinkler, Tracey Hoyt","Canada, United Kingdom, United States","January 1, 2021",2014,TV-Y,1 Season,Kids' TV,6.2,399,6.3,6.2,0,6
s6205,Movie,The Cell,Tarek Al Eryan,"Ahmed Ezz, Mohamed Mamdouh, Samer al Masri, Amina Khalil, Ahmed Safwat, Ahmed Salah Hosny, Aïcha Ben Ahmed, Rania Elkhatib, Riham Abdel Ghafour",Egypt,"June 13, 2019",2017,TV-MA,126 min,"Action,  Adventure, Drama, International Movies",6.3,469,6.5,5.9,25,2
s6206,Movie,The CEO,Kunle Afolayan,"Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo",Nigeria,"September 1, 2019",2016,TV-14,109 min,"Drama, International Movies, Thrillers",6.7,381,6.4,6.5,2,10
s6207,TV Show,The Chalet,,"Chloé Lambert, Philippe Dusseau, Emilie de Preissac, Marc Ruchmann, Blanche Veisberg, Eric Savin, Nicolas Gob, Catherine Vinatier, Thierry Godard",France,"April 17, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Drama",6.7,573,6.6,6.6,1,13
s6208,TV Show,The Challenge,,"Jamie Chung, Landon Lueck, Diem Brown, Mike 'The Miz' Mizanin, Darrell Taylor, Wes Bergmann, Jodi Weatherton, Brad Fiorenza, Cara Maria Sorbello, Zachary Nichols, Turabi ""Turbo"" Çamkıran, Theo Campbell",United States,"December 15, 2020",2006,TV-14,2 Seasons,Reality TV,6.6,300,6.6,6.3,1,8
s6209,TV Show,The Charming Stepmom,,"Shahkrit Yamnarm, View Wannarot Sontichai, Krittanai Arsalprakit, Ployshompoo Supasap, Boriboon Chanrueng, Shawankorn Wanthanapisitkul, Duangta Toongkamanee, Daraneenuch Pasutanavin, Phuwin Tangsakyuen, Nuntasai Pisolyabut, Pimmara Charoenpakdee, Thanawat Rattanakitpaisan",,"November 29, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.1,101,6.4,5.2,0,5
s6210,Movie,The Charnel House,Craig Moss,"Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey, Danielle Lauder, Andy Favreau, Kate Linder, Neil Thackaberry, Alden Tab",United States,"February 4, 2017",2016,R,93 min,"Horror Movies, Thrillers",8,33789,8,8,7,32
s6211,TV Show,The Chase,,"Brooke Burns, Mark Labbett",United States,"June 15, 2020",2015,TV-PG,2 Seasons,Reality TV,6.8,827,7.3,6.4,219,62
s6212,TV Show,The Chef Show,,"Jon Favreau, Roy Choi",United States,"September 24, 2020",2020,TV-MA,4 Seasons,Documentary,6.1,354,6,5.8,73,12
s6213,TV Show,The Chefs' Line,,"Dan Hong, Mark Olive, Melissa Leong, Maeve O'Meara",Australia,"August 1, 2019",2017,TV-14,1 Season,"International TV Shows, Reality TV",6,360,6.1,5.8,11,7
s6214,Movie,The Chord,Magdy Al-Hawwary,"Mostafa Shaban, Ghada Adel, Arwa Gouda, Ahmed Salah Al-Saadany, Ashraf Zaki, Sawsan Badr, Fatma Nasser, Said Saleh, Ali Hassanein, Majed Abdulazim",Egypt,"June 20, 2019",2010,TV-MA,101 min,"Drama, International Movies, Music,  Musicals",6.8,2968,6.7,6.8,4,3
s6215,Movie,The Chosen,Antonio Chavarrías,"Alfonso Herrera, Hannah Murray, Henry Goodman, Julian Sands, Frances Barber, Emilio Echevarría, Alejandro Calva, Elvira Mínguez, Roger Casamajor, Luis Rosales, Javier Godino, Alexander Holtmann, Brontis Jodorowsky","Spain, Mexico","April 14, 2017",2016,TV-14,111 min,"Drama, International Movies, Thrillers",6.6,298,7.2,6.6,2,5
s6216,TV Show,The Chosen One,Michel Tikhomiroff,"Paloma Bernardi, Renan Tenca, Gutto Szuster, Pedro Caetano, Mariano Mattos Martins, Alli Willow, Kiko Vianello, Francisco Gaspar, Tuna Dwek, Lourinelson Vladmir, Leonardo Ventura, Aury Porto, Glauber Amaral, Astrea Lucena",Brazil,"December 6, 2019",2019,TV-MA,2 Seasons,"International TV Shows, TV Drama, TV Mysteries",6.1,965,6.1,6,24,2
s6217,Movie,The Chosen Ones,David Pablos,"Nancy Talamantes, Óscar Torres, Leidi Gutiérrez, José Santillán Cabuto, Edward Coward, Alicia Quiñonez, Raquel Presa, Susana Pérez, Gisela Madrigal, Jorge Calderon, Felipe Tututi","Mexico, France","May 8, 2016",2015,TV-MA,107 min,"Drama, Independent Movies, International Movies",6.6,572,6.6,6.5,0,0
s6218,Movie,The Christmas Candle,John Stephenson,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, Susan Boyle, John Hannah, Barbara Flynn, James Cosmo","United Kingdom, United States","November 1, 2019",2013,PG,100 min,"Drama, Faith,  Spirituality",5.9,338,6.1,5.5,108,51
s6219,Movie,The Christmas Chronicles,Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Kimberly Williams-Paisley, Oliver Hudson, Lamorne Morris, Martin Roach",United States,"November 22, 2018",2018,TV-PG,104 min,"Children,  Family Movies, Comedies",6.8,128,6.7,6.8,4,18
s6220,Movie,The Christmas Chronicles: Part Two,Chris Columbus,"Kurt Russell, Goldie Hawn, Darby Camp, Jahzir Bruno, Julian Dennison, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson",Canada,"November 25, 2020",2020,PG,115 min,"Children,  Family Movies, Comedies",6.5,177,7.2,6.1,16,0
s6221,Movie,The Christmas Project,Michael Buster,"Jacob Buster, Anson Bagley, Grace Hallows, Josh Reid, Cooper Daniel Johnson, Alison Akin Clark, Brian Neal Clark, Evan Clark, Caitlin E.J. Meyer, Gabe White",United States,"March 1, 2019",2016,TV-PG,92 min,"Children,  Family Movies, Comedies",7.7,8279,7.8,7.7,8,1
s6222,Movie,The Cincinnati Kid,Norman Jewison,"Steve McQueen, Edward G. Robinson, Ann-Margret, Karl Malden, Tuesday Weld, Joan Blondell, Rip Torn, Jack Weston, Cab Calloway, Jeff Corey, Theo Marcuse",United States,"November 1, 2019",1965,TV-14,103 min,"Classic Movies, Drama",6.8,230,7.1,4.7,6,44
s6223,TV Show,The Circle,,Michelle Buteau,"United States, United Kingdom","January 1, 2020",2020,TV-MA,1 Season,Reality TV,7.3,6465,7.4,7.1,2,4
s6224,TV Show,The Circle Brazil,,Giovanna Ewbank,"Brazil, United Kingdom","March 11, 2020",2020,TV-MA,1 Season,"International TV Shows, Reality TV",5.5,159,5.5,5.9,19,4
s6225,TV Show,The Circle France,,,,"April 9, 2020",2020,TV-MA,1 Season,"International TV Shows, Reality TV",6.3,317,6.4,5.9,0,12
s6226,Movie,The Clapper,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke",United States,"May 1, 2018",2017,R,90 min,"Comedies, Drama, Independent Movies",7,369,7.1,7,0,1
s6227,Movie,The Claudia Kishi Club,Sue Ding,,United States,"July 10, 2020",2020,TV-14,17 min,Documentaries,6.4,325,6.4,6.1,1,2
s6228,Movie,The Climb,Ludovic Bernard,"Ahmed Sylla, Alice Belaïdi, Kevin Razy, Nicolas Wanczycki, Waly Dia, Umesh Tamang",France,"December 29, 2017",2017,TV-14,105 min,"Action,  Adventure, Comedies, Drama",5.8,2523,5.8,5.8,32,41
s6229,Movie,The Cloverfield Paradox,Julius Onah,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee",United States,"February 5, 2018",2018,PG-13,102 min,"Action,  Adventure, Sci-Fi,  Fantasy",7.1,260,6.4,7.1,37,44
s6230,TV Show,The Club,,"Alejandro Speitzer, Minnie West, Jorge Caballero, Ana González Bello, Axel Arenas, Arcelia Ramírez, Omar Germenos, Anna Ciocchetti, Aurora Gil, Martha Julia, Alejandro Puente, Estrella Solís, Martín Saracho, Sofía de Llaca, Marco Tostado",Mexico,"November 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6.8,1061,6.8,6.8,4,1
s6231,TV Show,The Code,,Marcus du Sautoy,United Kingdom,"February 1, 2018",2011,TV-PG,1 Season,"British TV Shows, Documentary, International TV Shows",6.9,1166,6.9,6.4,10,1
s6232,Movie,The Coldest Game,Lukasz Kosmicki,"Bill Pullman, Lotte Verbeek, Robert Więckiewicz, James Bloor, Aleksey Serebryakov, Corey Johnson, Nicholas Farrell, Evgeniy Sidikhin","Poland, United States","February 8, 2020",2019,TV-MA,103 min,"Drama, International Movies, Thrillers",7.1,2322,7.1,7,0,1
s6233,TV Show,The Comedy Lineup,,"Michelle Buteau, Ian Karmel, Taylor Tomlinson, Sam Jay, Phil Wang, Sabrina Jalees, Jak Knight, Tim Dillon",United States,"August 31, 2018",2018,TV-MA,2 Seasons,"Stand-Up Comedy,  Talk Shows, TV Comedies",6,185,6.2,6,5,6
s6234,Movie,The Command,Thomas Vinterberg,"Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov","France, Belgium, Luxembourg, Romania, Canada, United States","October 19, 2019",2018,PG-13,118 min,"Drama, International Movies, Thrillers",7.1,364,6.8,7.2,17,13
s6235,Movie,The Company Men,John Wells,"Ben Affleck, Chris Cooper, Kevin Costner, Tommy Lee Jones, Maria Bello, Rosemarie DeWitt, Craig T. Nelson, John Doman, Tonye Patano, Cady Huffman",United States,"July 28, 2018",2010,R,105 min,"Drama, Independent Movies",6.6,1078,6.7,6.5,0,5
s6236,Movie,The Competition,Harvey Lowry,"Thora Birch, Chris Klein, Claire Coffee, David Blue, Kelsey Tucker, Michael Draper, Jason Tobias, Gabrielle Stone, Catherine Johnson, Tiffany Fallon",United States,"July 23, 2019",2018,TV-14,103 min,"Comedies, Romantic Movies",6.8,111,6.6,6.5,10,0
s6237,Movie,The Con Is On,James Haslam,"Uma Thurman, Tim Roth, Alice Eve, Parker Posey, Maggie Q, Crispin Glover, Michael Sirow, Sofía Vergara, Stephen Fry, Sharon Maughan, Susan Traylor, Wilmer Calderon, Richard Reid, Ethan Cohn, Nathalie Love","United States, United Kingdom","December 21, 2020",2018,R,95 min,Comedies,6.6,1468,6.7,6.6,0,3
s6238,TV Show,The Confession Killer,"Robert Kenner, Taki Oldham",,United States,"December 6, 2019",2019,TV-14,1 Season,"Crime TV Shows, Documentary",6,211,5.8,5.9,0,2
s6239,TV Show,The Confession Tapes,,,United States,"June 21, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, Documentary",5.8,737,6,5.6,11,24
s6240,Movie,The Confirmation,Bob Nelson,"Clive Owen, Maria Bello, Patton Oswalt, Jaeden Lieberher, Matthew Modine, Stephen Tobolowsky, Tim Blake Nelson, Robert Forster",Canada,"February 6, 2019",2016,PG-13,101 min,"Comedies, Drama, Independent Movies",6.6,601,6.7,6.5,8,3
s6241,TV Show,The Confrontation,,"Hussein Almansour, Shujoon, Mohammed Alalawi, Noor Alghandour, Fahad Basim, Hamad Ashkanani",,"March 8, 2019",2018,TV-PG,1 Season,"International TV Shows, TV Drama",6.9,755,6.7,6.9,2,1
s6242,Movie,The Congress,Ari Folman,"Robin Wright, Harvey Keitel, Jon Hamm, Paul Giamatti, Kodi Smit-McPhee, Danny Huston, Sami Gayle, Michael Stahl-David, Michael Landes, Sarah Shahi","Israel, Germany, Poland, Luxembourg, Belgium, France, United States","August 23, 2019",2013,TV-MA,123 min,"Drama, International Movies, Sci-Fi,  Fantasy",6.9,239,6.9,6.8,21,2
s6243,Movie,The Conjuring,James Wan,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver",United States,"January 8, 2018",2013,R,112 min,"Horror Movies, Thrillers",6.8,319,7.3,6.7,16,4
s6244,Movie,The Consul's Son,Amr Arafa,"Khaled Saleh, Ghada Adel, Ahmed el-Sakka, Khaled Sarhan, Sawsan Badr, Mustafa Haridi",Egypt,"April 25, 2019",2011,TV-14,114 min,"Comedies, International Movies, Thrillers",6.4,143,6.6,5.9,449,3
s6245,TV Show,The Could’ve-Gone-All-the-Way Committee,,"Jiro Sato, Mai Shiraishi, Takayuki Yamada, Shotaro Mamiya, Tamotsu Kanshuji, Yuka Ogura, Kenta Hamano, Yuka Kuramochi, Yuki Morinaga, Rena Takeda, Munenori Nagano, Shiori Enatsu, Toru Tezuka, Yosuke Sugino, Maika Yamamoto, Akiyoshi Nakao, Aoi Morikawa, Masato Yano, Mari Yamachi, Megumi, Mayuko Fukuda, Yuta Koseki",Japan,"August 1, 2018",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Drama",6.2,323,6.3,5.9,41,3
s6246,Movie,The Craft,Andrew Fleming,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True, Skeet Ulrich, Christine Taylor, Breckin Meyer, Nathaniel Marston, Cliff De Young, Assumpta Serna",United States,"January 1, 2020",1996,R,101 min,"Horror Movies, Thrillers",6,141,6.1,5.7,5,0
s6247,TV Show,The Cravings,,"Park Hee-bon, Phillip Choi, Hong Wan-pyo, Choi Bae-yeong, Hyuk-kwon Park, Yang Hyeon-min",South Korea," April 20, 2017",2016,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",7,4531,7.1,6.7,1,5
s6248,Movie,The Creative Brain,"Jennifer Beamish, Toby Trackman",David Eagleman,United States,"January 1, 2021",2019,TV-14,53 min,Documentaries,6.7,671,6.6,6.7,11,26
s6249,TV Show,The Creative Indians,,,India,"August 24, 2020",2020,TV-MA,2 Seasons,"Documentary, International TV Shows",6.3,310,6.2,6.2,5,1
s6250,Movie,The Crew,Julien Leclercq,"Sami Bouajila, Guillaume Gouix, Youssef Hajdi, Redouane Behache, Kahina Carina, David Saracino, Alice de Lencquesaing, Baya Belal, Steve Tientcheu, Kaaris",France,"November 15, 2018",2015,TV-MA,81 min,"Action,  Adventure, International Movies",6.9,536,7,6.6,0,6
s6251,TV Show,The Crime,,"Magdalena Boczarska, Wojciech Zieliński, Joanna Kulig, Radosław Pazura, Magdalena Zawadzka, Dorota Kolak, Zdzislaw Wardejn, Małgorzata Rożniatowska, Aleksandra Popławska, Lukasz Nowicki, Tamara Arciuch, Rafał Cieszyński, Karolina Kominek",Poland,"November 26, 2019",2015,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Drama",6.7,520,6.6,6.5,4,6
s6252,Movie,The Crimes That Bind,Sebastián Schindel,"Cecilia Roth, Miguel Ángel Solá, Benjamín Amadeo, Sofía Gala Castiglione, Yanina Ávila, Marcelo Subiotto, Paola Barrientos, Diego Cremonesi, Claudio Martínez Bel",Argentina,"August 20, 2020",2020,TV-14,100 min,"Drama, International Movies",6.6,107,7.3,5.1,31,61
s6253,Movie,The Croods,"Kirk De Micco, Chris Sanders","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman, Clark Duke, Chris Sanders, Randy Thom",United States,"July 29, 2019",2013,PG,99 min,"Children,  Family Movies, Comedies",6.6,1124,6.6,6.4,1,1
s6254,Movie,The Crow,Alex Proyas,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling, Sofia Shinas, Anna Levine, David Patrick Kelly, Angel David, Laurence Mason, Michael Massee, Tony Todd, Jon Polito",United States,"January 1, 2019",1994,R,102 min,"Action,  Adventure, Cult Movies, Sci-Fi,  Fantasy",6.9,807,7.1,6.6,0,8
s6255,TV Show,The Crown,,"Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser","United Kingdom, United States","November 15, 2020",2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Drama",6.5,865,6.5,6.5,9,47
s6256,Movie,The Cruise,Marek Piwowski,"Jan Himilsbach, Stanislaw Tym, Jerzy Dobrowolski, Zdzislaw Maklakiewicz, Andrzej Dobosz, Feridun Erol, Jolanta Lothe, Wanda Stanisławska-Lothe",Poland,"October 1, 2019",1970,TV-PG,66 min,"Comedies, Cult Movies, International Movies",7.1,191,7.5,6.9,203,107
s6257,Movie,The Crying Game,Neil Jordan,"Stephen Rea, Miranda Richardson, Forest Whitaker, Jaye Davidson, Adrian Dunbar, Breffini McKenna, Joe Savino, Birdie Sweeney, Andree Bernard, Jim Broadbent","United Kingdom, Japan, United States","January 1, 2020",1992,R,112 min,"Classic Movies, Independent Movies, Thrillers",6.5,1299,6.5,6.4,0,1
s6258,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",United States,"September 14, 2019",2019,TV-PG,83 min,"Documentaries, International Movies",7.4,1751,7.5,7.3,4,1
s6259,TV Show,The Cuba Libre Story,,,"France, Germany","December 8, 2016",2015,TV-14,1 Season,"Documentary, International TV Shows",7.6,195,8.2,7.2,5,10
s6260,TV Show,The Curious Creations of Christine McConnell,,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",United States,"October 12, 2018",2018,TV-PG,1 Season,"TV Comedies, TV Mysteries",7.9,14795,8,7.8,10,0
s6261,TV Show,The Curse of Oak Island,,Robert Clotworthy,United States,"September 15, 2019",2016,TV-PG,1 Season,"Documentary, Science,  Nature TV",6.9,465,6.7,6.9,52,0
s6262,Movie,The D Train,"Jarrad Paul, Andrew Mogel","Jack Black, James Marsden, Kathryn Hahn, Jeffrey Tambor, Russell Posner, Henry Zebrowski, Kyle Bornheimer, Mike White","United Kingdom, United States","April 2, 2017",2015,R,101 min,Comedies,6.9,276,7.5,6.8,9,4
s6263,Movie,The Da Vinci Code,Ron Howard,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Etienne Chicot, Jean-Pierre Marielle","United States, Malta, France, United Kingdom","December 1, 2020",2006,PG-13,149 min,Thrillers,6.9,178,7.4,6.8,4,2
s6264,Movie,The Damned Rain,Satish Manwar,"Sonali Kulkarni, Girish Kulkarni, Jyoti Subhash, Veena Jamkar, Aman Attar",India,"January 1, 2018",2009,TV-14,99 min,"Drama, International Movies",7.2,136,7,7.2,0,6
s6265,Movie,The Dancer,Ifa Isfansyah,"Prisia Nasution, Oka Antara, Slamet Rahardjo, Dewi Irawan, Lukman Sardi, Tio Pakusadewo",Indonesia,"December 8, 2018",2011,TV-MA,105 min,"Drama, International Movies, Romantic Movies",2.9,159,3.8,2.2,0,0
s6266,Movie,The Danish Girl,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Ben Whishaw, Sebastian Koch, Amber Heard, Matthias Schoenaerts, Pip Torrens, Nicholas Woodeson, Emerald Fennell, Adrian Schiller","United Kingdom, United States, Germany, Denmark, Belgium, Japan","December 16, 2019",2015,R,120 min,"Drama, International Movies, LGBTQ Movies",7.4,15559,7.6,7.3,8,2
s6267,Movie,The Dark Crystal,"Frank Oz, Jim Henson","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Stephen Garlick, Lisa Maxwell, Billie Whitelaw, Percy Edwards, Joseph O'Conor","United States, United Kingdom","May 1, 2019",1982,PG,93 min,"Children,  Family Movies",8,10117,8.1,7.9,2,0
s6268,TV Show,The Dark Crystal: Age of Resistance,,"Taron Egerton, Nathalie Emmanuel, Anya Taylor-Joy, Donna Kimball, Mark Hamill, Simon Pegg, Helena Bonham Carter, Lena Headey, Alicia Vikander, Awkwafina, Gugu Mbatha-Raw, Benedict Wong, Caitriona Balfe, Natalie Dormer, Harvey Fierstein, Andy Samberg, Ralph Ineson, Jason Isaacs, Eddie Izzard, Theo James, Hannah John-Kamen, Toby Jones, Keegan-Michael Key, Mark Strong, Sigourney Weaver, Ólafur Darri Ólafsson","United Kingdom, United States","August 30, 2019",2019,TV-PG,1 Season,"TV Action,  Adventure, TV Drama, TV Sci-Fi,  Fantasy",5.3,378,5.5,4.9,25,5
s6269,Movie,The Dark Side of Life: Mumbai City,Tariq Khan,"Mahesh Bhatt, Kay Kay Menon, Avii, Nikhil Ratnaparkhi, Neha Khan, Alisha Khan, Irfan Hussein, Jyoti Malshe, Sayed Gul",India,"December 31, 2019",2018,TV-MA,121 min,"Drama, International Movies",7.8,325,7.9,7.4,3,4
s6270,Movie,The Darkest Dawn,,,United Kingdom,"June 23, 2018",2016,TV-MA,75 min,"Action,  Adventure, Independent Movies, International Movies",6,406,5.6,6.2,18,30
